CNPJ;Razao Social;Endereco;Telefone;Regime
17.093.617/0001;RESTAURANTE CAVALO MARINHO LTDA Fantasia: RESTAURANTE CAVALO MARINHO;;(41) 3472-1252;SIMPLES NACIONAL
17.133.908/0001;JUSSANE REGINA DE OLIVEIRA ALMEIDA Fantasia: ISABELA MOVEIS PLANEJADOS;AVENIDA PARANA, 1610 , BAIRRO VILA ESPERANCA;(41) 3442-1549;PRESUMIDO OU LUCRO REAL
17.182.982/0001;L VIEL PAULINO RESTAURANTE Fantasia: PAULINOS GOURMET;AVENIDA 29 DE ABRIL, 989 , BAIRRO CENTRO;(41) 3442-5252;PRESUMIDO OU LUCRO REAL
17.196.237/0001;IZABEL CRISTINA DE SOUZA LIECHESKI DA SILVA;AVENIDA DAMIAO BOTELHO DE SOUZA, 714 ,;(47) 99614-6750;SIMPLES NACIONAL
17.263.699/0001;DREYER JUNIOR & PADILHA LTDA Fantasia: CONSTRUTORA DREYER;;(41) 3472-1646;SIMPLES NACIONAL
17.263.741/0001;JULIE COMERCIO DE CALCADOS LTDA Fantasia: SUPER PE CALCADOS;;(41) 3472-3308;SIMPLES NACIONAL
17.383.528/0001;LPG FERRAGENS LTDA Fantasia: FERRAGENS LARA;AVENIDA DAMIAO BOTELHO DE SOUZA, SN , BAIRRO;(41) 3442-2818;PRESUMIDO OU LUCRO REAL
17.383.992/0001;17.383.992 LEANDRO SCHUTZ 10A AVENIDA SAO JOSE DA BOA VISTA, 658 , BAIRRO;AVENIDA SAO JOSE DA BOA VISTA, 658 , BAIRRO;"(41) 99827-8918 
leedi2803";PRESUMIDO OU LUCRO REAL
17.428.478/0001;MADALENA GONCALVES GOULART - VIDRACARIA;AVENIDA PARANA, 2357 , BAIRRO VILA ESPERANCA;(41) 3379-6821;SIMPLES NACIONAL
17.430.200/0001;SERGIO TORRES CARPINTARIA Fantasia: KON'SERTO;;(41) 3442-1058;PRESUMIDO OU LUCRO REAL
17.708.204/0001;PLANETA DOS KOKEDAMAS E ORQUIDEAS LTDA;;(41) 3081-2666;SIMPLES NACIONAL
17.720.042/0001;A1 PROPAGANDA LTDA Fantasia: DUBLIM MIDIA;AVENIDA PARANA, 1000 , BAIRRO CENTRO;"(41) 99816-0232 
contato@a1propaganda.com.br
 www.a1";SIMPLES NACIONAL
17.762.789/0001;CARLOS EDUARDO NASCIMENTO LTDA RUA TIBAGI, 799 , BAIRRO COHAPAR;;(41) 99652-0131;LUCRO PRESUMIDO
17.789.997/0001;ROZE MARIA PASTORELLO-TECIDOS Fantasia: CASA DE TECIDOS, CAMA, MESA E BANHO;;(41) 3443-1479;SIMPLES NACIONAL
17.798.742/0002;MICHELLE THAIS MARTINIS LTDA Fantasia: AVIARIO FAROFINO IIII;;(41) 3472-3737;SIMPLES NACIONAL
17.798.742/0001;MICHELLE THAIS MARTINIS LTDA Fantasia: AVIARIO FAROFINO III;AVENIDA GUAIRA, 50 ANEXO AV.QUATIGUA, BAIRRO;(41) 3472-3343;SIMPLES NACIONAL
17.801.251/0001;LR GUARATUBA CONSTRUCOES LTDA Fantasia: LR CONSTRUCOES;;(41) 99918-9349;PRESUMIDO OU LUCRO REAL
17.815.701/0001;REGINALDO LEVI CORREA Fantasia: REGI PESCA;;"(41) 3472-1252
(41) 3472-3621";SIMPLES NACIONAL
17.836.462/0001;PAULO EDUARDO NASCIMENTO FIGUEIREDO Fantasia: VISION PLUS COMUNICACAO VISUAL;;(41) 3442-1281;PRESUMIDO OU LUCRO REAL
17.860.665/0001;CARNEIRO EMPREENDIMENTOS LTDA RUA QUATIGUA, SN QUADRA186 LOTE 05 CXPST;;"(41) 3442-1572
(41) 3442-1572";PRESUMIDO OU LUCRO REAL
17.893.704/0001;PRINCE AUTOCENTER LTDA Fantasia: DALVA DE FATIMA MARTINS;;(41) 99211-5570;SIMPLES NACIONAL
17.918.847/0001;R. GODOY Fantasia: DISTRIBUIDORA SANTA MARIA;;(41) 3472-1252;PRESUMIDO OU LUCRO REAL
17.955.450/0001;A. MALTEZO - MONTAGEM DE ESTRUTURA METALICA;AVENIDA RUI BARBOSA, 112 , BAIRRO PICARRAS;(41) 3442-1058;SIMPLES NACIONAL
17.955.528/0001;CERNACH & ARSIE LTDA. Fantasia: COLEGIO MONTEIRO LOBATO;;"(41) 3472-9000
(41) 3442-1549";SIMPLES NACIONAL
17.958.014/0001;J.M. DE OLIVEIRA - MARMORARIA AVENIDA VISCONDE DO RIO BRANCO, 294 , BAIRRO;AVENIDA VISCONDE DO RIO BRANCO, 294 , BAIRRO;(41) 3472-6304;LUCRO PRESUMIDO
18.078.091/0001;PAPA MARCENEIRO LTDA Fantasia: PAPA MARCENEIRO;;(41) 3472-1252;PRESUMIDO OU LUCRO REAL
18.179.565/0001;EVOLUTION TECNOLOGIA LTDA AVENIDA 29 DE ABRIL, 490 QUADRA05 LOTE 06,;AVENIDA 29 DE ABRIL, 490 QUADRA05 LOTE 06,;(41) 3442-1572;SIMPLES NACIONAL
18.244.564/0001;ANA PAULA CARDOSO SANTANA 03990163922;;"(41) 99950-8170 
maiconunes.2010";PRESUMIDO OU LUCRO REAL
18.318.846/0001;MARCELO DEVEGILI DE MOURA MOTOCICLETAS LTDA;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
18.318.892/0001;D. PEREIRA & CIA - COMERCIO DE PESCADOS LTDA;AVENIDA GUAIRA, SN CXPST 142, BAIRRO PICARRAS;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
18.359.288/0001;DR PUPPY SERVICOS VETERINARIOS LTDA RUA JOSE NICOLAU ABBAGGE, 409 LOTE 000021;;(41) 99750-1010;SIMPLES NACIONAL
18.360.231/0001;MARIA A. VEIGA Fantasia: ACQUA MORENA;AVENIDA JOSE NICOLAU ABAGGE, 1253 SALA 01,;(41) 98415-7526;SIMPLES NACIONAL
18.365.434/0001;UBIRATAN DA SILVA BOTELHO 46495398115 RUA DR JOAO CANDIDO, 354 , BAIRRO CENTRO;;(41) 99622-1929;PRESUMIDO OU LUCRO REAL
18.382.582/0001;JULIO DUTRA RODRIGUES 31997481987 RUA NAVEGANTES, 50 , BAIRRO COROADO;;(41) 99745-1216;PRESUMIDO OU LUCRO REAL
18.391.153/0001;IRMAOS FIUZA CONSTRUCAO CIVIL LTDA RUA NEWTON DE SOUZA, 284 , BAIRRO CENTRO;;(41) 99721-2004;SIMPLES NACIONAL
18.401.053/0001;GILBERTO AGENOR SIQUINELI Fantasia: GILBERTOLDOS.GTX.COM.BR;;(41) 98429-0722;PRESUMIDO OU LUCRO REAL
18.475.496/0001;PATRICIA SABRINA JACON SALLES 09111992921;;(41) 3669-6765;PRESUMIDO OU LUCRO REAL
18.476.756/0001;COMERCIO DE CARNES SOL LTDA Fantasia: COMERCIO DE CARNES SOL;AVENIDA JOSE NICOLAU ABAGGE, 874 , BAIRRO;(41) 3442-1572;SIMPLES NACIONAL
18.551.821/0001;ANGEL BERLT MALTEZO Fantasia: BERLT PRESTADORA DE SERVICOS;AVENIDA RUI BARBOSA, 112 , BAIRRO PICARRAS;(41) 3442-1058;SIMPLES NACIONAL
18.585.775/0001;SUPER MILHO LTDA Fantasia: MILHO VERDE SA;;(41) 99643-2671;SIMPLES NACIONAL
18.604.527/0001;ROSELI MARINS FRANCO 41074769953 RUA FRANCISCO GUMZ,, 371 , BAIRRO COROADOS;;(41) 99838-0976;PRESUMIDO OU LUCRO REAL
18.605.529/0001;MARE COMERCIO DE BEBIDAS LTDA AVENIDA CURITIBA, 164 , BAIRRO CENTRO;AVENIDA CURITIBA, 164 , BAIRRO CENTRO;(41) 3224-2558;PRESUMIDO OU LUCRO REAL
18.607.274/0001;POUSADA SOL E MAR LTDA Fantasia: POUSADA SOL E MAR;AVENIDA CURITIBA, 598 , BAIRRO BREJATUBA;(41) 3443-1066;SIMPLES NACIONAL
18.607.874/0001;JOSE VILSON DOS SANTOS Fantasia: IMPERMEAVEL LITORAL;;(41) 3453-1037;PRESUMIDO OU LUCRO REAL
18.633.650/0001;JEFERSON ANDRADE Fantasia: ANDRADE INSTALACAO E MANUTENCAO;;(41) 3442-1058;SIMPLES NACIONAL
18.712.995/0001;LITORAL ADMINISTRACAO DE CONDOMINIOS LTDA;;"(41) 3472-4014
(41) 99620-2324";SIMPLES NACIONAL
18.740.610/0001;F. DE AVEJANEDA MENDES & CIA LTDA Fantasia: CONSERVAS LIMEIRA;;(41) 3442-1058;SIMPLES NACIONAL
18.740.870/0001;SUDOSKI & RICETTO LTDA Fantasia: BAPKA SORVETERIA;AVENIDA MINAS GERAIS, 453 LOJA 02, BAIRRO;(41) 3472-3308;SIMPLES NACIONAL
18.746.021/0001;MICHELLI GUAREZE AVENIDA PONTA GROSSA, 1300 LOJA 01 E 2B,;AVENIDA PONTA GROSSA, 1300 LOJA 01 E 2B,;(41) 3049-3606;SIMPLES NACIONAL
18.829.202/0001;CAROLINAZ EMBARCACOES LTDA Fantasia: MARINA CAROLINAZ;AVENIDA TIRADENTES, 1310 , BAIRRO MIRIM;(41) 3472-1252;SIMPLES NACIONAL
18.921.812/0001;TERNOSKI & ANTONIO LTDA AVENIDA CURITIBA, 954 , BAIRRO CENTRO;AVENIDA CURITIBA, 954 , BAIRRO CENTRO;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
18.945.228/0001;ORELIO PAULO GANZALA Fantasia: CAPITAO DO MAR;AVENIDA PONTA GROSSA, 134 SALA 03 ESQ.C/;"(41) 3472-9408
(41) 99897-0047";SIMPLES NACIONAL
18.987.150/0001;P. S. GRAVENA & CIA. LTDA. Fantasia: AVIARIO MISTER DOG;AVENIDA MINAS GERAIS, 467 , BAIRRO COROADOS;"(41) 99940-2646 
(41) 3442-1549";SIMPLES NACIONAL
18.996.366/0001;J.C. FERREIRA-PERSIANAS GUARATUBA Fantasia: PERSIANAS GUARATUBA;;(41) 3472-9203;SIMPLES NACIONAL
19.042.940/0001;EMPREITEIRA PIACENTINI LTDA Fantasia: EMPREITEIRA PIACENTINI;AVENIDA PICARRAS, 839 , BAIRRO PICARRAS;(41) 3472-2942;SIMPLES NACIONAL
19.108.302/0001;J H MORO JUNIOR TERRAPLENAGEM LTDA RUA JOSE NICOLAU ABAGGE, 903 , BAIRRO CENTRO;;(41) 3442-1572;SIMPLES NACIONAL
19.124.402/0001;EDUARDO GUSZAKI - GAS Fantasia: TEG;;(41) 3442-6205;PRESUMIDO OU LUCRO REAL
19.128.767/0001;S.L. PEREIRA-ESCOLA NAUTICA E EMBARCACOES;AVENIDA DAMIAO BOTELHO DE SOUZA, 1996 ,;(41) 3443-1479;PRESUMIDO OU LUCRO REAL
19.132.890/0001;GUARATUBA CORRETORA DE SEGUROS LTDA Fantasia: GUARATUBA SEGUROS;;(41) 99580-0064;SIMPLES NACIONAL
19.140.791/0001;HF MOVEIS PLANEJADOS LTDA Fantasia: FLECK MOVEIS PLANEJADOS;;(41) 3472-1252;SIMPLES NACIONAL
19.169.949/0001;M D G KICHILEVICZ COMERCIO DE GAS LTDA Fantasia: FERNANDES GAS;AVENIDA SAO LUIZ, 2424 , BAIRRO PICARRAS;(41) 99888-8201;LUCRO PRESUMIDO
19.176.724/0002;ODONTOLITORAL APOIO A SERVICOS ODONTOLOGICOS LTDA;;(47) 3443-0808;LUCRO PRESUMIDO
19.287.048/0001;G.KRETZSCHMAR & CIA LTDA. AVENIDA DAMIAO BOTELHO DE SOUZA, 1200 ,;AVENIDA DAMIAO BOTELHO DE SOUZA, 1200 ,;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
19.291.357/0001;MAICON DOS SANTOS CASTRO Fantasia: DR PUPPY;AVENIDA JOSE NICOLAU ABAGGE, 409 , BAIRRO;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
19.311.781/0001;BRANDT SERVICOS ADMINISTRATIVOS LTDA AVENIDA DR JOAO CANDIDO, 195 QUADRA00002;AVENIDA DR JOAO CANDIDO, 195 QUADRA00002;(41) 3442-1572;SIMPLES NACIONAL
19.342.249/0001;19.342.249 SERGIO FISCHER RODOVIA MAXIMO JAMUR, 1655 , BAIRRO;;(47) 98880-2041;PRESUMIDO OU LUCRO REAL
19.366.056/0001;MORO NAUTICA GLOBAL BUSINESS LTDA AVENIDA PONTA GROSSA, 200 , BAIRRO CENTRO;AVENIDA PONTA GROSSA, 200 , BAIRRO CENTRO;(41) 3455-2040;PRESUMIDO OU LUCRO REAL
19.405.673/0001;DEODORO & ALVES LTDA Fantasia: VARANDA MATERIAIS DE CONSTRUCAO;AVENIDA TIRADENTES, 71 , BAIRRO MIRIM;(41) 3472-1252;SIMPLES NACIONAL
19.426.770/0001;FARMACIA VINIFARMA LTDA Fantasia: FARMACIAS HIPERFARMA;;"(41) 3442-6586
(41) 99517-0808";SIMPLES NACIONAL
19.561.251/0001;VILSON RODRIGUES LEITE AVENIDA ENG. NELSON LUIZ VELOZO, 133 , BAIRRO;AVENIDA ENG. NELSON LUIZ VELOZO, 133 , BAIRRO;(41) 3453-2368;SIMPLES NACIONAL
19.588.293/0001;DAMACENO & DAMACENO LTDA Fantasia: RESTAURANTE PAIOL;;(41) 99762-1426;SIMPLES NACIONAL
19.588.328/0001;E Z MARQUES LTDA RUA GUARUJA, 865 , BAIRRO ELIANE;;(41) 98494-3000;PRESUMIDO OU LUCRO REAL
19.667.637/0001;ANDERSON MORDYZEM DA SILVA BEBIDAS Fantasia: ANDERSON BEBIDAS;;(41) 3334-2509;SIMPLES NACIONAL
19.680.355/0001;ADEMIR VALMORBIDA CONSTRUCOES LTDA RUA MARINGA, SN , BAIRRO BREJATUBA;;(41) 99696-8094;PRESUMIDO OU LUCRO REAL
19.683.951/0001;CRISTIANO VIDAL DE ARAUJO 87484307904 RUA GRATOLINO DE FREITAS, 171 , BAIRRO CENTRO;;"(41) 99661-9610 
cristianovidal72";PRESUMIDO OU LUCRO REAL
19.706.219/0001;GUARA IMOVEIS LTDA. AVENIDA CURITIBA, 760 LOJA 03, BAIRRO CENTRO;AVENIDA CURITIBA, 760 LOJA 03, BAIRRO CENTRO;"(41) 99984-8471 
(41) 99963-8080";SIMPLES NACIONAL
19.769.878/0001;MINIMERCADO LAPEANO LTDA Fantasia: MINIMERCADO LAPEANO;AVENIDA DAMIAO BOTLEHO DE SOUZA, 2533 ,;"(41) 3472-3363
(41) 3443-1582";SIMPLES NACIONAL
19.900.183/0001;MAURICIO DOS SANTOS - MOVEIS Fantasia: MOVEIS ARTESANATOS;;(41) 3442-1572;SIMPLES NACIONAL
19.974.404/0001;RESTAURANTE CHAN LTDA. RUA CORONEL CARLOS MAFRA, 69 , BAIRRO;;(44) 3222-6677;PRESUMIDO OU LUCRO REAL
20.052.856/0001;AMARILDO CARMONA - ESQUADRIAS DE METAL;;(41) 98496-5113;SIMPLES NACIONAL
20.053.155/0001;DOCE AMOR CONFEITARIA LTDA Fantasia: DOCE AMOR CONFEITARIA E CAFE;;(47) 99162-1974;SIMPLES NACIONAL
20.171.589/0001;AMPLA EDUCA LTDA Fantasia: AMPLA EDUCA ACELERADORA DE;;(41) 98838-7425;SIMPLES NACIONAL
20.188.829/0001;M MARTINS CONVENIENCIA LTDA TRAVESSA MARIA BASTOS, 222 , BAIRRO CENTRO;;"(47) 3562-0918
marcos.martins73";SIMPLES NACIONAL
20.305.510/0001;L. L. DA CONCEICAO & CIA LTDA Fantasia: L. L. DA CONCEICAO REPRESENTACAO;;(41) 99817-9797;LUCRO PRESUMIDO
20.354.086/0001;MAR DO ORIENTE COMERCIO DE PESCADOS LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 140 ,;(41) 3442-1572;SIMPLES NACIONAL
20.433.800/0001;JONATHAN WILLIAM TOLEDO CLARA - MARMORARIA;AVENIDA VISCONDE DO RIO BRANCO, 4622 ANEXO;(41) 99573-8731;SIMPLES NACIONAL
20.437.803/0001;KINHA PESCA LTDA Fantasia: KINHA PESCA;;(41) 99642-1596;LUCRO PRESUMIDO
20.445.932/0001;J R NEVES SILVA ARTIGOS DO VESTUARIO LTDA;AVENIDA 29 DE ABRIL, 1017 LOJA 05, BAIRRO;(41) 3472-4869;SIMPLES NACIONAL
20.490.999/0001;REGIANE C. CARLOS E CIA LTDA RUA CEL ALEXANDRE MAFRA, 115 , BAIRRO CENTRO;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
20.507.825/0001;FIXA MATERIAIS DE CONSTRUCAO LTDA Fantasia: FIXA MATERIAIS DE CONSTRUCAO;AVENIDA 29 DE ABRIL, 716 SALA 02, BAIRRO;(41) 3443-6060;SIMPLES NACIONAL
20.617.365/0001;MAURICIO BRAGA RUA VIEIRA DOS SANTOS,, 292 , BAIRRO CENTRO;;(41) 99691-3613;SIMPLES NACIONAL
20.639.408/0001;JESSICA PATRICIA DA ROCHA - PEIXARIA Fantasia: PEIXARIA DA DORA;;(41) 3442-2241;SIMPLES NACIONAL
20.678.795/0001;1001 MATERIAIS E CONSTRUCOES LTDA Fantasia: 1001 MATERIAIS E CONSTRUCOES;;(41) 99145-0493;LUCRO PRESUMIDO
20.695.413/0001;SEBASTIAN MODA LTDA Fantasia: SEBASTIAN MODAS;;"(41) 3442-7060
diego_allan8";PRESUMIDO OU LUCRO REAL
20.701.631/0001;CHRISTINE TOEDTER GOMES E CIA LTDA Fantasia: ODONTO EXCELLENCE;;(41) 3472-2642;SIMPLES NACIONAL
20.793.358/0001;PCS INDUSTRIA E COMERCIO LTDA RUA APUCARANA, 56 , BAIRRO BREJATUBA;;"(41) 98747-3555 
(41) 99131-5001";PRESUMIDO OU LUCRO REAL
20.795.228/0001;MP VENCEDORA DISTRIBUIDORA DE ALIMENTOS LTDA.;;(41) 2004-5347;SIMPLES NACIONAL
20.823.546/0001;FRANCISCO FAURE DAL ZOT DA ROSA Fantasia: G3 AUTO ELETRICA;;"(41) 99933-6459 
g3eletrica1212";SIMPLES NACIONAL
20.834.929/0001;ABIB REPRESENTACAO COMERCIAL LTDA Fantasia: ABIB REPRESENTACAO COMERCIAL;;(41) 3443-1120;LUCRO PRESUMIDO
20.851.888/0001;JENIFFER CARDOSO BUENO ALVES 03055750152;AVENIDA MINAS GERAIS, 130 , BAIRRO BALNEARIO;(41) 3472-2069;PRESUMIDO OU LUCRO REAL
20.852.499/0001;NOELI DE FATIMA ALVES DE ANDRADES LTDA Fantasia: SUBWAY;AVENIDA 29 DE ABRIL, 191 LOJA 01, BAIRRO;"(41) 3443-6686
(41) 99878-1010";SIMPLES NACIONAL
20.921.319/0001;EDUARDO A P VITALE LTDA RUA JOAO BATISTA PEDROSO, 964 BRCAO 02,;;(41) 0000-0000;SIMPLES NACIONAL
20.944.230/0001;JULIANE CORREA FELIPE Fantasia: ARMAZEM CASA VELHA;AVENIDA PONTA GROSSA, 1352 , BAIRRO CENTRO;(41) 99649-8840;PRESUMIDO OU LUCRO REAL
20.944.265/0001;V G COM. DE MATERIAIS DE CONSTRUCAO Fantasia: GAUCHO MATERIAIS DE CONSTRUCAO;;(41) 3472-6492;SIMPLES NACIONAL
20.945.235/0001;SOLIMAR SUPERMERCADOS LTDA. AVENIDA DAMIAO BOTELHO DE SOUZA, 1555 ,;AVENIDA DAMIAO BOTELHO DE SOUZA, 1555 ,;(41) 3472-2021;LUCRO REAL
20.977.006/0001;SUDOVISKI & SUDOVISKI LTDA Fantasia: BAPKA PRAIA CENTRAL;AVENIDA DR. JOAO CANDIDO, 100 , BAIRRO CENTRO;(41) 3472-3308;SIMPLES NACIONAL
20.977.226/0001;R.L LADA COMERCIO TELHAS LTDA Fantasia: LAR DAS TELHAS;AVENIDA PARANA, 2418 , BAIRRO VILA ESPERANCA;"(41) 3443-6121
(41) 99827-7272 
oliverconmatinhos64";SIMPLES NACIONAL
20.980.027/0001;20.980.027 MONICA LEA ROCHA 11A RUA RUA FRANCISCO GUNZ, 88 , BAIRRO PEDRA;;(41) 99956-4090;PRESUMIDO OU LUCRO REAL
21.000.124/0002;MESTRES DA CERVEJA LTDA AVENIDA SAO MATEUS DO SUL, 613 SALA 02,;AVENIDA SAO MATEUS DO SUL, 613 SALA 02,;(41) 98516-9477;SIMPLES NACIONAL
21.055.979/0001;RODRIGO PAULO SIMAO Fantasia: SPAZIO RESTAURANTE;AVENIDA VISCONDE DO RIO BRANCO, 3913 , BAIRRO;(41) 3442-1281;SIMPLES NACIONAL
21.068.969/0002;ALIANE KANSO Fantasia: CACAU SHOW;AVENIDA 29 DE ABRIL, 129 LOJA 02A, BAIRRO;(41) 99995-9979;SIMPLES NACIONAL
21.072.982/0001;RIPZ INDUSTRIA E COMERCIO DE PAPEIS LTDA;;(41) 3056-0774;SIMPLES NACIONAL
21.134.791/0001;LUCIANE DE FATIMA DE LIMA SAUDER Fantasia: QUIOSKI DO PRAIEIRO;AVENIDA ATLANTICA, 8 , BAIRRO BREJATUBA;(41) 3442-1058;SIMPLES NACIONAL
21.141.190/0001;LILIANE DOBRUSKI MACHADO BIZ LTDA AVENIDA PATRIARCA, 210 , BAIRRO PICARRAS;AVENIDA PATRIARCA, 210 , BAIRRO PICARRAS;(41) 99698-8253;LUCRO PRESUMIDO
21.161.901/0001;CURITIBA INDUSTRIA E COMERCIO DE LAJES LTDA;AVENIDA VISCONDE DO RIO BRANCO, 6.000 ,;"(41) 99710-8000 
gabrielbedin23";PRESUMIDO OU LUCRO REAL
21.190.278/0001;21.190.278 INDIANARA PESSOA DOS SANTOS AVENIDA MINAS GERAIS, 467 , BAIRRO COROADOS;AVENIDA MINAS GERAIS, 467 , BAIRRO COROADOS;(47) 99628-5716;PRESUMIDO OU LUCRO REAL
21.255.101/0001;COMERCIO DE BEBIDAS ROTA 1 LTDA Fantasia: ROTA 1 COMERCIO DE BEBIDAS;;(41) 99930-2779;PRESUMIDO OU LUCRO REAL
21.260.782/0001;HIPERCOB RECUPERADORA DE CREDITO LTDA;AVENIDA DR. JOAO CANDIDO, 380 , BAIRRO CENTRO;"(41) 99971-2478 
(42) 99238-4126";SIMPLES NACIONAL
21.291.531/0001;ESQUADRIAS DE ALUMINIO DIPLOMATA GUARATUBA LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 1320 SALA:;(41) 3442-2581;PRESUMIDO OU LUCRO REAL
21.313.891/0001;BUENO BEBIDAS LTDA RUA MANOEL HENRIQUE, 416 FUNDOS., BAIRRO;;"(43) 99144-2006 
mariazinhalove555";SIMPLES NACIONAL
21.337.158/0001;SYDOR ARQUITETURA E ENGENHARIA LTDA Fantasia: SYDOR ARQUITETURA E ENGENHARIA;;(41) 99888-8881;SIMPLES NACIONAL
21.424.408/0001;STARDUST MARKETING DIGITAL LTDA Fantasia: STARDUST INOVACAO & CRIATIVIDADE;;(41) 99995-0471;SIMPLES NACIONAL
21.465.921/0001;GUARAPUAVA DISTRIBUIDORA LTDA Fantasia: EMBALAGENS GUARAPUAVA;AVENIDA VISCONDE DO RIO BRANCO, 247 , BAIRRO;"(42) 99812-8571 
ramirogoncalves1950";SIMPLES NACIONAL
21.472.262/0001;ENEDIR DA SILVA LTDA AVENIDA 29 DE ABRIL, 950 , BAIRRO CENTRO;AVENIDA 29 DE ABRIL, 950 , BAIRRO CENTRO;(41) 3443-6686;SIMPLES NACIONAL
21.485.801/0001;ROMULO FELIPE MELLO BARBOSA 08185902976;;(41) 99800-0041;SIMPLES NACIONAL
21.503.976/0001;PORTELLA, SANTOS & SANTOS LTDA Fantasia: BUGG LANCHES;AVENIDA VISCONDE DO RIO BRANCO, 2512 , BAIRRO;(43) 99936-8576;SIMPLES NACIONAL
21.510.440/0001;EDER ALEXANDRE DE SOUZA - DISTRIBUIDORA DE BEBIDA;;(41) 3442-1058;SIMPLES NACIONAL
21.547.996/0001;ELSON NUNES VENANCIO 74226720997 AVENIDA ATLANTICA, 1998 , BAIRRO BREJATUBA;AVENIDA ATLANTICA, 1998 , BAIRRO BREJATUBA;(41) 3472-3296;PRESUMIDO OU LUCRO REAL
21.558.483/0001;CAMPELLI E CARNEIRO LTDA Fantasia: ATELIE DE ARTES MARINHAS;;"(41) 99990-2524 
(41) 3089-0400";SIMPLES NACIONAL
21.565.313/0001;DIRCEU DE FREITAS CORREA 02839495970 AVENIDA PREFEITO MIGUEL JAMUR,, 404 , BAIRRO;AVENIDA PREFEITO MIGUEL JAMUR,, 404 , BAIRRO;(41) 98485-0584;PRESUMIDO OU LUCRO REAL
21.579.757/0001;RESTAURANTE COSTA & COSTA LTDA Fantasia: LANCHONETE E RESTAURANTE DIVINO;;(41) 3442-1058;PRESUMIDO OU LUCRO REAL
21.579.786/0001;WANUSA A.B. DE SOUZA WALDEMAR - LANCHONETE;;(41) 3442-1058;SIMPLES NACIONAL
21.580.363/0001;EVERTON LUIZ SIDOR RUA RANDOLFO BASTOS, 303 , BAIRRO PICARRAS;;(41) 3472-1252;SIMPLES NACIONAL
21.580.405/0001;MARINA E ESCOLA NAUTICA ECO GUARA LTDA Fantasia: MARINA E ESCOLA NAUTICA ECO GUARA;AVENIDA DAMIAO BOTELHO DE SOUZA, 1960 ,;"(41) 99689-9775 
(41) 99179-1220";SIMPLES NACIONAL
21.604.428/0001;CLINFAP CLINICAS LTDA. Fantasia: POLICLINICA GUARATUBA;;"(41) 3442-1544
(41) 99684-3323";SIMPLES NACIONAL
21.656.682/0001;LIANG & HUANG LTDA ME Fantasia: FAFA BOUTIQUE;AVENIDA 29 DE ABRIL, 340 , BAIRRO CENTRO;(41) 99777-3016;SIMPLES NACIONAL
21.657.555/0001;MARIA DINIZ DE ANDRADE 79361196987 AVENIDA CURITIBA, 737 , BAIRRO CENTRO;AVENIDA CURITIBA, 737 , BAIRRO CENTRO;"(41) 98529-9828 
denizeandrade88";PRESUMIDO OU LUCRO REAL
21.673.600/0001;CORREA & FERREIRA LTDA. RUA VIEIRA DOS SANTOS, 174 SALA 02, BAIRRO;;"(41) 3442-6588
(41) 98427-0366";SIMPLES NACIONAL
21.677.128/0001;ROBERTO CARLOS LIMA LTDA Fantasia: AGUA DOCE PISCINAS;;(47) 3029-1338;PRESUMIDO OU LUCRO REAL
21.748.274/0001;RODRIGO MOTTA RUA MARINGA, 990 , BAIRRO FIGUEIRA;;"(41) 3442-7274
(41) 99674-6402 
rmotta1969";SIMPLES NACIONAL
21.767.257/0001;FABRICACAO DE ARTEFATOS DE MADEIRA FARIAS E SAUER LTDA;AVENIDA GUAIRA, 150 , BAIRRO PICARRAS;(41) 3442-2566;PRESUMIDO OU LUCRO REAL
21.871.094/0001;VALNEI DE SOUZA 02676183958 AVENIDA MORRETES, 110 , BAIRRO CARVOEIRO;AVENIDA MORRETES, 110 , BAIRRO CARVOEIRO;(41) 99515-3356;PRESUMIDO OU LUCRO REAL
21.891.673/0001;EVERSON CARNEIRO DE OLIVEIRA Fantasia: EME REPRESENTACOES;;(41) 3472-1252;SIMPLES NACIONAL
21.908.649/0001;ELYSIUM RISE LTDA Fantasia: ACADEMIA DO RESGATE;"AVENIDA MAFRA, 453 LOTE 00016;QUADRA 0211,";(47) 99618-7164;SIMPLES NACIONAL
21.930.119/0001;CORRETORA DE SEGUROS COSTA AZUL LTDA AVENIDA VICENTE MACHADO, ESQ. RUA DR. XAVIER;AVENIDA VICENTE MACHADO, ESQ. RUA DR. XAVIER;(41) 3472-3404;SIMPLES NACIONAL
21.974.492/0001;FITWAVE ACADEMIA LTDA Fantasia: ACADEMIA FIT WAVE;AVENIDA NICOLAU ABAGGE, 1217 , BAIRRO CENTRO;(41) 3442-1572;SIMPLES NACIONAL
21.977.330/0001;SAMARA AP. DOS SANTOS Fantasia: FERRAGENS SOMASA;AVENIDA PATRIARCA, 1153 , BAIRRO PICARRAS;(41) 3472-1181;PRESUMIDO OU LUCRO REAL
